id 	 Energy 	 RxCoord 	 X1 	 Y1 	 Z1 	 X2 	 Y2 	 Z2 	 X3 	 Y3 	 Z3 	 X4 	 Y4 	 Z4 	 X5 	 Y5 	 Z5 	 X6 	 Y6 	 Z6 	 X7 	 Y7 	 Z7 	 X8 	 Y8 	 Z8 	 X9 	 Y9 	 Z9 	 X10 	 Y10 	 Z10 	 X11 	 Y11 	 Z11 	 X12 	 Y12 	 Z12 	 X13 	 Y13 	 Z13 	 X14 	 Y14 	 Z14 	 X15 	 Y15 	 Z15 	 X16 	 Y16 	 Z16 	 X17 	 Y17 	 Z17 	 X18 	 Y18 	 Z18 	 X19 	 Y19 	 Z19 	 X20 	 Y20 	 Z20 	 X21 	 Y21 	 Z21 	 X22 	 Y22 	 Z22 	 X23 	 Y23 	 Z23 	 X24 	 Y24 	 Z24 	 X25 	 Y25 	 Z25 	 X26 	 Y26 	 Z26 	 X27 	 Y27 	 Z27 	 X28 	 Y28 	 Z28 	 X29 	 Y29 	 Z29 	 X30 	 Y30 	 Z30 	 X31 	 Y31 	 Z31 	 X32 	 Y32 	 Z32 	 X33 	 Y33 	 Z33 	 X34 	 Y34 	 Z34 	 X35 	 Y35 	 Z35 	 X36 	 Y36 	 Z36 	 X37 	 Y37 	 Z37 	 X38 	 Y38 	 Z38 	 X39 	 Y39 	 Z39 	 X40 	 Y40 	 Z40 	 X41 	 Y41 	 Z41 	 X42 	 Y42 	 Z42 	 X43 	 Y43 	 Z43 	 X44 	 Y44 	 Z44 	 X45 	 Y45 	 Z45 	 X46 	 Y46 	 Z46 	 X47 	 Y47 	 Z47 	 X48 	 Y48 	 Z48 	 X49 	 Y49 	 Z49 	 X50 	 Y50 	 Z50 	 X51 	 Y51 	 Z51 	 X52 	 Y52 	 Z52 	 X53 	 Y53 	 Z53 	 X54 	 Y54 	 Z54 	 X55 	 Y55 	 Z55 	 X56 	 Y56 	 Z56 	 X57 	 Y57 	 Z57 	 X58 	 Y58 	 Z58 	 X59 	 Y59 	 Z59 	 X60 	 Y60 	 Z60 	 X61 	 Y61 	 Z61 	 X62 	 Y62 	 Z62 	 X63 	 Y63 	 Z63 	 X64 	 Y64 	 Z64 	 X65 	 Y65 	 Z65 	 X66 	 Y66 	 Z66
1 	 -0.02917 	 -16.82188 	 -0.11307 	 0.07946 	 -0.59880 	 -0.50380 	 0.95929 	 -2.35813 	 -1.85252 	 -1.25912 	 -0.50648 	 1.43727 	 -1.45563 	 -0.07889 	 1.61981 	 1.44830 	 -0.49975 	 -1.76446 	 1.58198 	 -0.13148 	 -2.71016 	 -1.23537 	 0.56061 	 -0.09968 	 0.08569 	 1.65306 	 -2.62273 	 -0.04334 	 1.56120 	 -2.74156 	 1.29408 	 0.77211 	 2.46446 	 -1.16328 	 0.77278 	 -3.05170 	 -3.16207 	 -1.43532 	 -3.16912 	 -3.86655 	 -2.26301 	 -3.70015 	 -2.22853 	 0.68967 	 -4.36238 	 -2.24382 	 1.55424 	 2.53428 	 1.37519 	 0.51420 	 3.61619 	 0.26809 	 2.50862 	 3.59651 	 -0.56872 	 3.22189 	 3.60186 	 1.20471 	 3.08523 	 4.57303 	 0.22637 	 1.96783 	 -3.80515 	 2.19105 	 0.97842 	 -4.60416 	 1.95991 	 1.68200 	 -3.79994 	 -0.14639 	 2.56212 	 -3.82176 	 0.71632 	 3.24335 	 -3.72802 	 -1.05798 	 3.17419 	 -4.76209 	 -0.17269 	 2.03002 	 3.56917 	 2.32517 	 0.60105 	 4.29656 	 2.28633 	 1.41065 	 1.10698 	 0.31507 	 3.72635 	 2.04085 	 0.45604 	 4.26724 	 -1.28269 	 0.03691 	 3.75050 	 -2.21029 	 -0.05750 	 4.31173 	 1.08614 	 0.22167 	 2.32504 	 1.39565 	 -2.69986 	 -0.64464 	 0.54929 	 -2.89410 	 -1.30355 	 2.42392 	 0.19666 	 1.52288 	 -1.27830 	 0.00521 	 2.34534 	 -3.85334 	 3.40271 	 0.27271 	 -4.68020 	 4.10024 	 0.43744 	 3.49280 	 -2.09958 	 0.99629 	 4.33123 	 -1.85536 	 1.64724 	 1.75610 	 2.42680 	 -1.44532 	 1.00812 	 2.39157 	 -2.24153 	 -0.08496 	 0.21020 	 4.44577 	 3.69083 	 3.33969 	 -0.35973 	 4.49880 	 4.07348 	 -0.28253 	 2.77163 	 3.38154 	 -1.41435 	 2.83029 	 4.13564 	 -2.20374 	 2.36252 	 -3.67828 	 -0.42662 	 2.26515 	 -4.65223 	 -0.91306 	 -1.81844 	 2.75172 	 -0.82107 	 -1.03596 	 2.89733 	 -1.56542 	 -2.83372 	 3.69363 	 -0.63953 	 -2.82162 	 4.62195 	 -1.21642 	 3.45358 	 -3.36244 	 0.39220 	 4.25838 	 -4.08267 	 0.56708 	 -3.86871 	 -3.20830 	 -0.29898 	 -4.64232 	 -3.97389 	 -0.18792 	 -2.06074 	 -2.18425 	 -1.49382 	 -1.39827 	 -2.10454 	 -2.35760 	 -0.25199 	 0.50503 	 -3.18665 	 0.19135 	 -0.98725 	 -1.84198 	 -0.08005 	 0.26208 	 5.53875 	 2.58337 	 -2.10097 	 -4.22286 	 1.76329 	 -1.29100 	 -4.46895 	 0.93124 	 -0.47882 	 -4.69768
2 	 -0.02915 	 -16.69996 	 -0.11298 	 0.07992 	 -0.59937 	 -0.50496 	 0.96036 	 -2.35812 	 -1.85215 	 -1.25890 	 -0.50752 	 1.43697 	 -1.45549 	 -0.07929 	 1.61995 	 1.44853 	 -0.50064 	 -1.76446 	 1.58213 	 -0.13088 	 -2.70956 	 -1.23594 	 0.55976 	 -0.09936 	 0.08568 	 1.65244 	 -2.62236 	 -0.04429 	 1.56084 	 -2.74164 	 1.29343 	 0.77232 	 2.46433 	 -1.16324 	 0.77219 	 -3.05103 	 -3.16160 	 -1.43722 	 -3.16848 	 -3.86562 	 -2.26529 	 -3.69923 	 -2.22946 	 0.68850 	 -4.36124 	 -2.24544 	 1.55322 	 2.53472 	 1.37521 	 0.51304 	 3.61657 	 0.26829 	 2.50758 	 3.59671 	 -0.56832 	 3.22109 	 3.60255 	 1.20508 	 3.08392 	 4.57336 	 0.22613 	 1.96673 	 -3.80558 	 2.18993 	 0.97890 	 -4.60471 	 1.95810 	 1.68212 	 -3.79943 	 -0.14812 	 2.56186 	 -3.82155 	 0.71439 	 3.24332 	 -3.72704 	 -1.05985 	 3.17365 	 -4.76162 	 -0.17467 	 2.02985 	 3.57000 	 2.32480 	 0.59939 	 4.29765 	 2.28580 	 1.40875 	 1.10745 	 0.31578 	 3.72555 	 2.04132 	 0.45730 	 4.26630 	 -1.28209 	 0.03637 	 3.75000 	 -2.20957 	 -0.05856 	 4.31135 	 1.08650 	 0.22210 	 2.32426 	 1.39477 	 -2.69986 	 -0.64462 	 0.54833 	 -2.89394 	 -1.30346 	 2.42421 	 0.19690 	 1.52196 	 -1.27786 	 0.00466 	 2.34484 	 -3.85391 	 3.40203 	 0.27393 	 -4.68102 	 4.09921 	 0.43885 	 3.49231 	 -2.09986 	 0.99595 	 4.33091 	 -1.85573 	 1.64673 	 1.75623 	 2.42692 	 -1.44634 	 1.00790 	 2.39196 	 -2.24223 	 -0.08437 	 0.21041 	 4.44511 	 3.69173 	 3.33915 	 -0.36157 	 4.50004 	 4.07261 	 -0.28476 	 2.77214 	 3.38127 	 -1.41584 	 2.83079 	 4.13529 	 -2.20531 	 2.36123 	 -3.67862 	 -0.42628 	 2.26343 	 -4.65269 	 -0.91238 	 -1.81853 	 2.75230 	 -0.81971 	 -1.03589 	 2.89865 	 -1.56376 	 -2.83408 	 3.69384 	 -0.63779 	 -2.82204 	 4.62258 	 -1.21402 	 3.45248 	 -3.36293 	 0.39233 	 4.25700 	 -4.08344 	 0.56741 	 -3.86773 	 -3.20871 	 -0.30069 	 -4.64110 	 -3.97458 	 -0.18988 	 -2.06032 	 -2.18349 	 -1.49536 	 -1.39802 	 -2.10311 	 -2.35921 	 -0.25328 	 0.50664 	 -3.18697 	 0.19248 	 -0.98602 	 -1.84315 	 -0.07936 	 0.26245 	 5.53807 	 2.57942 	 -2.10165 	 -4.21060 	 1.76190 	 -1.29078 	 -4.46234 	 0.93237 	 -0.47768 	 -4.69679
3 	 -0.02913 	 -16.57804 	 -0.11289 	 0.08037 	 -0.59993 	 -0.50613 	 0.96143 	 -2.35810 	 -1.85178 	 -1.25868 	 -0.50857 	 1.43666 	 -1.45535 	 -0.07966 	 1.62010 	 1.44875 	 -0.50153 	 -1.76444 	 1.58228 	 -0.13029 	 -2.70897 	 -1.23650 	 0.55891 	 -0.09904 	 0.08566 	 1.65181 	 -2.62200 	 -0.04523 	 1.56048 	 -2.74173 	 1.29278 	 0.77254 	 2.46421 	 -1.16319 	 0.77161 	 -3.05035 	 -3.16112 	 -1.43912 	 -3.16782 	 -3.86468 	 -2.26758 	 -3.69831 	 -2.23039 	 0.68731 	 -4.36012 	 -2.24706 	 1.55217 	 2.53515 	 1.37524 	 0.51188 	 3.61696 	 0.26849 	 2.50655 	 3.59692 	 -0.56790 	 3.22030 	 3.60324 	 1.20546 	 3.08262 	 4.57369 	 0.22590 	 1.96564 	 -3.80600 	 2.18881 	 0.97938 	 -4.60526 	 1.95629 	 1.68222 	 -3.79891 	 -0.14986 	 2.56158 	 -3.82135 	 0.71245 	 3.24329 	 -3.72606 	 -1.06174 	 3.17311 	 -4.76115 	 -0.17666 	 2.02968 	 3.57083 	 2.32445 	 0.59774 	 4.29874 	 2.28528 	 1.40686 	 1.10791 	 0.31650 	 3.72474 	 2.04178 	 0.45855 	 4.26536 	 -1.28149 	 0.03581 	 3.74950 	 -2.20884 	 -0.05964 	 4.31097 	 1.08686 	 0.22253 	 2.32347 	 1.39389 	 -2.69987 	 -0.64457 	 0.54737 	 -2.89380 	 -1.30335 	 2.42450 	 0.19715 	 1.52104 	 -1.27743 	 0.00409 	 2.34434 	 -3.85447 	 3.40134 	 0.27515 	 -4.68184 	 4.09818 	 0.44026 	 3.49183 	 -2.10013 	 0.99561 	 4.33060 	 -1.85609 	 1.64622 	 1.75637 	 2.42703 	 -1.44737 	 1.00769 	 2.39233 	 -2.24294 	 -0.08378 	 0.21061 	 4.44445 	 3.69262 	 3.33860 	 -0.36341 	 4.50127 	 4.07175 	 -0.28699 	 2.77265 	 3.38100 	 -1.41734 	 2.83129 	 4.13493 	 -2.20689 	 2.35994 	 -3.67896 	 -0.42590 	 2.26171 	 -4.65316 	 -0.91165 	 -1.81861 	 2.75289 	 -0.81835 	 -1.03579 	 2.89996 	 -1.56208 	 -2.83443 	 3.69406 	 -0.63605 	 -2.82246 	 4.62322 	 -1.21160 	 3.45139 	 -3.36342 	 0.39249 	 4.25561 	 -4.08420 	 0.56777 	 -3.86676 	 -3.20911 	 -0.30242 	 -4.63988 	 -3.97527 	 -0.19187 	 -2.05990 	 -2.18273 	 -1.49691 	 -1.39776 	 -2.10168 	 -2.36082 	 -0.25457 	 0.50824 	 -3.18728 	 0.19362 	 -0.98480 	 -1.84432 	 -0.07867 	 0.26278 	 5.53740 	 2.57543 	 -2.10228 	 -4.19836 	 1.76048 	 -1.29055 	 -4.45572 	 0.93348 	 -0.47657 	 -4.69588
4 	 -0.02911 	 -16.45612 	 -0.11279 	 0.08083 	 -0.60050 	 -0.50729 	 0.96249 	 -2.35809 	 -1.85139 	 -1.25846 	 -0.50962 	 1.43636 	 -1.45521 	 -0.08003 	 1.62025 	 1.44898 	 -0.50243 	 -1.76441 	 1.58243 	 -0.12969 	 -2.70836 	 -1.23706 	 0.55804 	 -0.09871 	 0.08564 	 1.65119 	 -2.62163 	 -0.04619 	 1.56011 	 -2.74181 	 1.29213 	 0.77275 	 2.46408 	 -1.16313 	 0.77104 	 -3.04967 	 -3.16063 	 -1.44105 	 -3.16716 	 -3.86374 	 -2.26989 	 -3.69738 	 -2.23132 	 0.68610 	 -4.35900 	 -2.24868 	 1.55110 	 2.53559 	 1.37528 	 0.51072 	 3.61734 	 0.26872 	 2.50552 	 3.59713 	 -0.56747 	 3.21951 	 3.60392 	 1.20585 	 3.08133 	 4.57403 	 0.22570 	 1.96455 	 -3.80642 	 2.18769 	 0.97985 	 -4.60581 	 1.95448 	 1.68233 	 -3.79839 	 -0.15160 	 2.56130 	 -3.82113 	 0.71051 	 3.24325 	 -3.72508 	 -1.06363 	 3.17255 	 -4.76068 	 -0.17865 	 2.02949 	 3.57166 	 2.32410 	 0.59608 	 4.29982 	 2.28478 	 1.40496 	 1.10838 	 0.31720 	 3.72394 	 2.04223 	 0.45979 	 4.26443 	 -1.28089 	 0.03523 	 3.74900 	 -2.20812 	 -0.06076 	 4.31058 	 1.08723 	 0.22296 	 2.32269 	 1.39300 	 -2.69988 	 -0.64449 	 0.54640 	 -2.89367 	 -1.30320 	 2.42479 	 0.19741 	 1.52013 	 -1.27699 	 0.00352 	 2.34384 	 -3.85502 	 3.40065 	 0.27638 	 -4.68264 	 4.09715 	 0.44168 	 3.49136 	 -2.10039 	 0.99529 	 4.33029 	 -1.85643 	 1.64572 	 1.75652 	 2.42714 	 -1.44841 	 1.00750 	 2.39269 	 -2.24367 	 -0.08319 	 0.21079 	 4.44378 	 3.69352 	 3.33807 	 -0.36526 	 4.50249 	 4.07089 	 -0.28923 	 2.77317 	 3.38072 	 -1.41885 	 2.83180 	 4.13455 	 -2.20850 	 2.35864 	 -3.67931 	 -0.42548 	 2.25997 	 -4.65364 	 -0.91087 	 -1.81867 	 2.75348 	 -0.81698 	 -1.03569 	 2.90128 	 -1.56039 	 -2.83477 	 3.69429 	 -0.63430 	 -2.82285 	 4.62386 	 -1.20918 	 3.45030 	 -3.36391 	 0.39267 	 4.25423 	 -4.08496 	 0.56815 	 -3.86578 	 -3.20951 	 -0.30416 	 -4.63867 	 -3.97594 	 -0.19388 	 -2.05947 	 -2.18197 	 -1.49847 	 -1.39749 	 -2.10025 	 -2.36244 	 -0.25587 	 0.50983 	 -3.18759 	 0.19478 	 -0.98357 	 -1.84548 	 -0.07799 	 0.26309 	 5.53673 	 2.57140 	 -2.10286 	 -4.18615 	 1.75901 	 -1.29032 	 -4.44911 	 0.93455 	 -0.47549 	 -4.69496
5 	 -0.02910 	 -16.33420 	 -0.11269 	 0.08128 	 -0.60107 	 -0.50845 	 0.96355 	 -2.35807 	 -1.85101 	 -1.25824 	 -0.51068 	 1.43606 	 -1.45507 	 -0.08038 	 1.62040 	 1.44921 	 -0.50333 	 -1.76438 	 1.58258 	 -0.12910 	 -2.70776 	 -1.23762 	 0.55716 	 -0.09839 	 0.08563 	 1.65057 	 -2.62126 	 -0.04714 	 1.55973 	 -2.74188 	 1.29147 	 0.77296 	 2.46397 	 -1.16306 	 0.77047 	 -3.04897 	 -3.16014 	 -1.44298 	 -3.16648 	 -3.86279 	 -2.27221 	 -3.69646 	 -2.23224 	 0.68488 	 -4.35788 	 -2.25029 	 1.55002 	 2.53602 	 1.37532 	 0.50956 	 3.61772 	 0.26895 	 2.50450 	 3.59735 	 -0.56703 	 3.21872 	 3.60459 	 1.20626 	 3.08003 	 4.57436 	 0.22551 	 1.96347 	 -3.80683 	 2.18657 	 0.98032 	 -4.60635 	 1.95267 	 1.68242 	 -3.79787 	 -0.15334 	 2.56101 	 -3.82092 	 0.70856 	 3.24321 	 -3.72412 	 -1.06553 	 3.17198 	 -4.76021 	 -0.18063 	 2.02929 	 3.57248 	 2.32376 	 0.59443 	 4.30089 	 2.28430 	 1.40308 	 1.10883 	 0.31790 	 3.72314 	 2.04269 	 0.46103 	 4.26350 	 -1.28029 	 0.03463 	 3.74849 	 -2.20740 	 -0.06190 	 4.31019 	 1.08759 	 0.22340 	 2.32192 	 1.39211 	 -2.69989 	 -0.64439 	 0.54542 	 -2.89355 	 -1.30302 	 2.42508 	 0.19768 	 1.51922 	 -1.27655 	 0.00295 	 2.34333 	 -3.85556 	 3.39997 	 0.27760 	 -4.68343 	 4.09612 	 0.44309 	 3.49089 	 -2.10064 	 0.99499 	 4.32999 	 -1.85676 	 1.64522 	 1.75668 	 2.42723 	 -1.44945 	 1.00731 	 2.39303 	 -2.24440 	 -0.08261 	 0.21095 	 4.44312 	 3.69442 	 3.33754 	 -0.36712 	 4.50372 	 4.07004 	 -0.29148 	 2.77369 	 3.38043 	 -1.42037 	 2.83231 	 4.13417 	 -2.21011 	 2.35733 	 -3.67966 	 -0.42503 	 2.25822 	 -4.65413 	 -0.91005 	 -1.81872 	 2.75407 	 -0.81561 	 -1.03557 	 2.90259 	 -1.55869 	 -2.83509 	 3.69451 	 -0.63254 	 -2.82323 	 4.62450 	 -1.20675 	 3.44921 	 -3.36439 	 0.39288 	 4.25285 	 -4.08571 	 0.56856 	 -3.86480 	 -3.20990 	 -0.30593 	 -4.63745 	 -3.97661 	 -0.19592 	 -2.05903 	 -2.18120 	 -1.50004 	 -1.39720 	 -2.09882 	 -2.36406 	 -0.25718 	 0.51142 	 -3.18789 	 0.19595 	 -0.98234 	 -1.84663 	 -0.07732 	 0.26337 	 5.53606 	 2.56732 	 -2.10341 	 -4.17396 	 1.75750 	 -1.29008 	 -4.44251 	 0.93559 	 -0.47444 	 -4.69402
6 	 -0.02908 	 -16.21228 	 -0.11258 	 0.08174 	 -0.60164 	 -0.50961 	 0.96460 	 -2.35805 	 -1.85061 	 -1.25802 	 -0.51174 	 1.43575 	 -1.45493 	 -0.08072 	 1.62056 	 1.44943 	 -0.50424 	 -1.76434 	 1.58273 	 -0.12850 	 -2.70716 	 -1.23819 	 0.55628 	 -0.09806 	 0.08562 	 1.64995 	 -2.62089 	 -0.04810 	 1.55935 	 -2.74195 	 1.29082 	 0.77316 	 2.46385 	 -1.16299 	 0.76992 	 -3.04828 	 -3.15965 	 -1.44493 	 -3.16580 	 -3.86183 	 -2.27455 	 -3.69554 	 -2.23316 	 0.68364 	 -4.35677 	 -2.25191 	 1.54891 	 2.53645 	 1.37537 	 0.50840 	 3.61811 	 0.26920 	 2.50348 	 3.59756 	 -0.56658 	 3.21794 	 3.60526 	 1.20668 	 3.07875 	 4.57469 	 0.22535 	 1.96240 	 -3.80724 	 2.18545 	 0.98078 	 -4.60689 	 1.95086 	 1.68250 	 -3.79736 	 -0.15509 	 2.56071 	 -3.82071 	 0.70660 	 3.24316 	 -3.72315 	 -1.06743 	 3.17139 	 -4.75973 	 -0.18262 	 2.02908 	 3.57329 	 2.32343 	 0.59277 	 4.30196 	 2.28384 	 1.40120 	 1.10929 	 0.31859 	 3.72234 	 2.04313 	 0.46226 	 4.26258 	 -1.27970 	 0.03402 	 3.74798 	 -2.20668 	 -0.06307 	 4.30979 	 1.08795 	 0.22383 	 2.32114 	 1.39122 	 -2.69992 	 -0.64426 	 0.54443 	 -2.89344 	 -1.30281 	 2.42538 	 0.19795 	 1.51832 	 -1.27611 	 0.00236 	 2.34282 	 -3.85609 	 3.39928 	 0.27882 	 -4.68421 	 4.09509 	 0.44450 	 3.49042 	 -2.10088 	 0.99469 	 4.32970 	 -1.85708 	 1.64472 	 1.75685 	 2.42732 	 -1.45051 	 1.00714 	 2.39336 	 -2.24515 	 -0.08203 	 0.21109 	 4.44245 	 3.69531 	 3.33701 	 -0.36897 	 4.50493 	 4.06919 	 -0.29373 	 2.77422 	 3.38014 	 -1.42190 	 2.83284 	 4.13377 	 -2.21175 	 2.35602 	 -3.68002 	 -0.42455 	 2.25647 	 -4.65464 	 -0.90918 	 -1.81875 	 2.75466 	 -0.81423 	 -1.03542 	 2.90391 	 -1.55699 	 -2.83540 	 3.69474 	 -0.63078 	 -2.82358 	 4.62515 	 -1.20431 	 3.44811 	 -3.36486 	 0.39311 	 4.25147 	 -4.08646 	 0.56899 	 -3.86382 	 -3.21029 	 -0.30771 	 -4.63624 	 -3.97728 	 -0.19798 	 -2.05858 	 -2.18043 	 -1.50162 	 -1.39690 	 -2.09738 	 -2.36568 	 -0.25849 	 0.51299 	 -3.18820 	 0.19715 	 -0.98112 	 -1.84779 	 -0.07665 	 0.26362 	 5.53539 	 2.56319 	 -2.10391 	 -4.16179 	 1.75596 	 -1.28984 	 -4.43590 	 0.93660 	 -0.47342 	 -4.69307
7 	 -0.02906 	 -16.09037 	 -0.11247 	 0.08219 	 -0.60220 	 -0.51077 	 0.96565 	 -2.35803 	 -1.85021 	 -1.25780 	 -0.51281 	 1.43545 	 -1.45479 	 -0.08104 	 1.62073 	 1.44965 	 -0.50515 	 -1.76429 	 1.58288 	 -0.12790 	 -2.70655 	 -1.23875 	 0.55538 	 -0.09773 	 0.08561 	 1.64932 	 -2.62052 	 -0.04906 	 1.55896 	 -2.74202 	 1.29016 	 0.77336 	 2.46374 	 -1.16292 	 0.76937 	 -3.04757 	 -3.15915 	 -1.44690 	 -3.16511 	 -3.86087 	 -2.27690 	 -3.69462 	 -2.23408 	 0.68238 	 -4.35566 	 -2.25352 	 1.54778 	 2.53689 	 1.37542 	 0.50725 	 3.61849 	 0.26946 	 2.50247 	 3.59779 	 -0.56611 	 3.21716 	 3.60592 	 1.20711 	 3.07747 	 4.57502 	 0.22520 	 1.96133 	 -3.80764 	 2.18432 	 0.98123 	 -4.60743 	 1.94904 	 1.68257 	 -3.79684 	 -0.15684 	 2.56039 	 -3.82049 	 0.70464 	 3.24310 	 -3.72219 	 -1.06934 	 3.17080 	 -4.75926 	 -0.18460 	 2.02885 	 3.57410 	 2.32312 	 0.59112 	 4.30301 	 2.28339 	 1.39932 	 1.10974 	 0.31926 	 3.72154 	 2.04357 	 0.46348 	 4.26167 	 -1.27910 	 0.03338 	 3.74747 	 -2.20596 	 -0.06426 	 4.30939 	 1.08831 	 0.22427 	 2.32036 	 1.39032 	 -2.69995 	 -0.64411 	 0.54344 	 -2.89334 	 -1.30257 	 2.42567 	 0.19824 	 1.51741 	 -1.27567 	 0.00177 	 2.34230 	 -3.85661 	 3.39860 	 0.28004 	 -4.68498 	 4.09407 	 0.44590 	 3.48996 	 -2.10111 	 0.99440 	 4.32943 	 -1.85738 	 1.64422 	 1.75702 	 2.42740 	 -1.45158 	 1.00697 	 2.39368 	 -2.24592 	 -0.08146 	 0.21120 	 4.44179 	 3.69620 	 3.33648 	 -0.37084 	 4.50614 	 4.06836 	 -0.29598 	 2.77476 	 3.37984 	 -1.42344 	 2.83337 	 4.13336 	 -2.21340 	 2.35471 	 -3.68038 	 -0.42403 	 2.25470 	 -4.65515 	 -0.90826 	 -1.81877 	 2.75525 	 -0.81285 	 -1.03527 	 2.90524 	 -1.55527 	 -2.83569 	 3.69497 	 -0.62902 	 -2.82392 	 4.62580 	 -1.20186 	 3.44703 	 -3.36534 	 0.39336 	 4.25009 	 -4.08720 	 0.56945 	 -3.86284 	 -3.21068 	 -0.30952 	 -4.63503 	 -3.97794 	 -0.20007 	 -2.05812 	 -2.17966 	 -1.50320 	 -1.39658 	 -2.09595 	 -2.36731 	 -0.25981 	 0.51456 	 -3.18850 	 0.19836 	 -0.97989 	 -1.84894 	 -0.07599 	 0.26383 	 5.53472 	 2.55902 	 -2.10437 	 -4.14965 	 1.75437 	 -1.28958 	 -4.42930 	 0.93757 	 -0.47242 	 -4.69211
8 	 -0.02904 	 -15.96845 	 -0.11235 	 0.08264 	 -0.60277 	 -0.51193 	 0.96669 	 -2.35800 	 -1.84981 	 -1.25758 	 -0.51388 	 1.43515 	 -1.45466 	 -0.08135 	 1.62090 	 1.44987 	 -0.50606 	 -1.76423 	 1.58303 	 -0.12730 	 -2.70594 	 -1.23932 	 0.55448 	 -0.09740 	 0.08561 	 1.64870 	 -2.62015 	 -0.05002 	 1.55856 	 -2.74207 	 1.28951 	 0.77356 	 2.46364 	 -1.16284 	 0.76883 	 -3.04686 	 -3.15865 	 -1.44887 	 -3.16440 	 -3.85991 	 -2.27927 	 -3.69371 	 -2.23500 	 0.68111 	 -4.35456 	 -2.25513 	 1.54664 	 2.53732 	 1.37548 	 0.50609 	 3.61887 	 0.26974 	 2.50146 	 3.59801 	 -0.56563 	 3.21638 	 3.60657 	 1.20755 	 3.07619 	 4.57535 	 0.22507 	 1.96026 	 -3.80803 	 2.18320 	 0.98167 	 -4.60796 	 1.94723 	 1.68262 	 -3.79633 	 -0.15859 	 2.56007 	 -3.82027 	 0.70268 	 3.24303 	 -3.72123 	 -1.07125 	 3.17019 	 -4.75879 	 -0.18659 	 2.02862 	 3.57491 	 2.32281 	 0.58947 	 4.30404 	 2.28297 	 1.39746 	 1.11019 	 0.31993 	 3.72075 	 2.04401 	 0.46468 	 4.26076 	 -1.27851 	 0.03272 	 3.74695 	 -2.20525 	 -0.06549 	 4.30898 	 1.08867 	 0.22471 	 2.31959 	 1.38942 	 -2.69998 	 -0.64392 	 0.54244 	 -2.89325 	 -1.30229 	 2.42596 	 0.19853 	 1.51652 	 -1.27524 	 0.00118 	 2.34178 	 -3.85712 	 3.39792 	 0.28125 	 -4.68574 	 4.09304 	 0.44729 	 3.48951 	 -2.10133 	 0.99411 	 4.32916 	 -1.85766 	 1.64372 	 1.75720 	 2.42747 	 -1.45266 	 1.00682 	 2.39398 	 -2.24670 	 -0.08089 	 0.21129 	 4.44112 	 3.69709 	 3.33597 	 -0.37270 	 4.50734 	 4.06753 	 -0.29824 	 2.77529 	 3.37954 	 -1.42500 	 2.83391 	 4.13294 	 -2.21507 	 2.35339 	 -3.68074 	 -0.42348 	 2.25293 	 -4.65567 	 -0.90730 	 -1.81878 	 2.75585 	 -0.81146 	 -1.03509 	 2.90657 	 -1.55354 	 -2.83597 	 3.69520 	 -0.62725 	 -2.82424 	 4.62645 	 -1.19941 	 3.44594 	 -3.36580 	 0.39363 	 4.24872 	 -4.08794 	 0.56993 	 -3.86186 	 -3.21106 	 -0.31133 	 -4.63381 	 -3.97859 	 -0.20217 	 -2.05765 	 -2.17889 	 -1.50479 	 -1.39625 	 -2.09451 	 -2.36894 	 -0.26113 	 0.51612 	 -3.18881 	 0.19958 	 -0.97867 	 -1.85008 	 -0.07533 	 0.26401 	 5.53405 	 2.55480 	 -2.10478 	 -4.13753 	 1.75274 	 -1.28931 	 -4.42270 	 0.93850 	 -0.47145 	 -4.69112
